TransactionID;Date;Count;Cost;Delivery;Bad;Paid;Weight;Promo;AutoIssue
4056;2020-Aug-19 16:45:00;9;9335;1;0;6932;4218;0;0
4057;2020-Apr-6 4:30:00;53;7673;0;1;11277;7568;0;1
4058;2020-Aug-17 16:30:00;31;9359;0;0;2955;4724;1;1
4059;2020-Jun-21 9:30:00;66;6883;0;0;5623;8385;0;1
4060;2019-Oct-5 12:45:00;78;9339;1;1;9632;9029;1;0
4061;2019-Oct-3 7:16:02;79;9918;0;1;12554;5131;1;0
4062;2020-Mar-10 18:15:00;58;6853;1;1;2207;8326;1;1
4063;2020-Mar-13 18:45:00;55;8586;1;0;5272;4583;0;0
4064;2020-Jan-31 16:30:00;65;7833;1;0;5427;4904;0;1
4065;2019-Aug-24 7:45:00;16;9489;1;1;11882;9329;0;1
4066;2020-Mar-14 12:45:00;54;5207;0;1;12853;4202;1;1
4067;2019-Oct-28 4:15:00;89;4772;1;1;9279;4309;1;1
4068;2020-Jul-30 14:00:00;56;6928;1;1;14919;9123;1;0
4069;2020-Jun-7 10:30:00;17;9946;1;0;13228;9231;0;1
4070;2019-Nov-27 11:00:00;58;6543;0;0;304;6018;1;1
4071;2020-Apr-27 6:30:00;49;9738;0;0;4414;7477;0;1
4072;2020-Feb-25 15:00:00;67;8090;0;0;302;5116;1;1
4073;2019-May-12 6:02:02;54;9178;1;0;13134;6956;0;0
4074;2020-Jul-30 16:00:00;61;8567;1;1;7831;7557;0;1
4075;2020-Jul-27 8:15:00;68;5829;1;1;7933;8047;0;0
4076;2019-May-13 12:53:04;27;7927;0;0;996;6953;1;1
4077;2020-Mar-30 13:15:00;17;7866;0;1;5386;7472;0;1
4078;2019-Oct-16 18:00:00;78;9087;1;1;4726;6496;1;1
4079;2019-Sep-26 10:45:00;62;6655;0;0;711;9837;1;0
4080;2019-Apr-9 9:46:03;47;8008;0;1;11316;4156;1;0
4081;2019-Jun-14 13:01:02;89;4264;1;0;4854;6904;0;1
4082;2020-Aug-12 3:45:00;70;4961;0;0;9306;6246;1;0
4083;2019-Dec-31 15:15:00;49;5720;0;1;1788;8590;1;0
4084;2020-Jan-9 17:15:00;82;7780;0;1;12730;5896;1;0
4085;2020-Jun-19 9:45:00;38;7340;0;1;8747;8914;0;0
4086;2020-Apr-27 19:30:02;34;6595;0;0;4226;6343;0;1
4087;2020-Mar-23 9:30:00;50;8294;1;1;13554;6122;0;1
4088;2020-Apr-20 11:30:00;14;6613;0;1;12199;7577;0;0
4089;2019-Apr-24 12:16:04;44;4304;1;0;4381;7400;0;0
4090;2019-Nov-23 7:30:00;29;6188;0;1;4732;8025;0;0
4091;2020-Jun-4 3:00:00;38;5807;1;1;5165;4679;1;0
4092;2019-Jun-15 9:02:05;2;6725;0;0;1595;5393;0;1
4093;2020-Jul-27 13:45:00;88;8165;1;1;11512;4442;0;0
4094;2020-Feb-24 5:00:00;24;4802;1;0;3842;8340;0;0
4095;2020-Aug-19 16:45:00;55;5854;1;1;11223;7746;1;1
4096;2020-Feb-25 15:00:00;63;9801;0;1;14099;8178;0;1
4097;2020-Jan-28 7:00:00;78;6674;1;1;5763;8833;1;1
4098;2020-Jun-4 2:00:00;21;8817;0;0;6156;4663;1;0
4099;2019-Apr-30 6:28:03;81;8987;1;1;2111;7699;0;1
4100;2020-Jul-23 4:45:00;83;4927;1;1;11760;4919;1;1
4101;2019-Apr-2 7:31:02;6;5874;0;1;13099;5050;0;1
4102;2019-Sep-13 9:00:00;72;8723;1;1;5021;4300;0;1
4103;2020-Jul-3 10:15:00;27;7145;0;0;9693;6031;1;1
4104;2020-Jul-10 16:15:00;50;7609;0;0;3567;8248;1;1
4105;2020-Jan-5 1:00:00;94;5807;0;0;282;9581;1;0
4106;2020-Jul-13 7:15:00;20;7720;1;1;9201;4502;0;0
4107;2020-Aug-27 6:00:00;72;7371;0;0;9775;9221;1;1
4108;2020-Jun-10 13:15:00;1;8801;1;0;4125;9996;0;1
4109;2020-Aug-31 5:45:00;43;6393;1;0;4969;7459;0;1
4110;2019-Apr-23 8:31:05;10;6727;1;0;14263;8788;1;0
4111;2019-Apr-2 8:48:02;41;5383;1;0;12151;8638;0;1
4112;2019-Dec-12 21:30:00;43;8372;1;0;1780;8389;0;0
4113;2019-Dec-23 17:45:00;35;9775;1;1;9450;9645;0;0
4114;2019-Oct-31 3:15:00;68;8000;1;0;7867;6552;1;0
4115;2019-Nov-9 11:45:00;15;6343;0;0;7104;5995;1;0
4116;2020-Jun-22 9:45:00;95;9861;1;0;4814;8127;1;0
4117;2019-Sep-5 17:00:01;6;9200;0;0;14245;4214;1;1
4118;2019-Nov-27 12:45:00;90;6292;0;1;621;4242;0;1
4119;2019-Nov-23 10:15:00;28;7239;1;1;5510;5313;1;0
4120;2019-Sep-17 16:00:00;84;8391;1;1;249;9306;1;1
4121;2020-Feb-18 13:30:00;11;8554;1;0;14038;4022;0;0
4122;2019-Dec-12 15:45:00;35;6189;0;0;1560;4385;1;0
4123;2020-Feb-11 13:45:00;20;9071;1;1;5313;5913;0;0
4124;2020-Jul-6 20:45:00;78;6442;1;0;487;8775;1;1
4125;2019-Jul-2 8:45:00;45;4996;1;0;741;6036;1;0
4126;2019-Oct-2 6:45:00;85;6944;0;1;6370;7154;1;1
4127;2020-Jul-28 6:15:00;39;4887;1;0;10177;5872;0;1
4128;2019-Dec-11 14:45:00;75;6180;0;0;9501;5096;1;0
4129;2019-Aug-15 10:45:00;86;4261;1;1;13706;8447;1;1
4130;2020-Apr-14 15:15:00;9;9386;0;0;8682;6126;0;1
4131;2020-May-9 19:45:00;3;7460;0;0;12049;8786;0;1
4132;2019-Sep-15 13:15:00;16;5925;1;1;12506;6059;1;1
4133;2019-Jun-27 14:30:01;11;7752;0;0;879;8893;0;1
4134;2019-Dec-13 16:00:00;92;6219;1;1;11956;9434;1;1
4135;2020-Jan-24 13:15:00;8;8939;1;1;2717;6580;0;0
4136;2020-Mar-1 17:00:00;4;7208;0;0;7310;5775;1;0
4137;2020-Jul-27 13:30:00;56;8355;0;0;6931;5550;0;1
4138;2020-Apr-29 15:00:00;69;6590;0;0;1603;9512;0;1
4139;2020-Feb-20 11:45:00;40;9887;1;0;5266;9654;1;1
4140;2019-Nov-13 7:45:04;61;9463;1;1;9175;4862;0;1
4141;2020-Apr-18 5:00:00;49;5262;0;1;9852;7149;1;1
4142;2019-Dec-20 11:30:01;10;9530;0;1;1131;9180;1;0
4143;2019-Dec-23 7:00:00;15;8976;0;0;6612;5703;1;1
4144;2019-Jun-10 15:45:05;96;6294;1;0;3004;6272;0;0
4145;2020-May-2 0:00:00;79;9888;1;0;3203;6325;1;1
4146;2019-Jul-10 12:30:00;94;6472;1;1;11875;9884;1;1
4147;2019-Dec-3 7:30:01;20;8860;1;1;5707;8083;1;0
4148;2020-May-29 15:45:00;7;7671;0;1;2795;8530;0;1
4149;2020-Mar-17 17:45:00;65;7069;0;1;6019;6413;1;0
4150;2019-Jul-20 14:15:00;39;4341;0;1;6684;5978;0;1
4151;2020-Jul-21 12:15:00;37;5483;1;0;8873;4461;0;0
4152;2020-Jun-1 10:00:00;72;5283;0;1;1496;6306;0;1
4153;2019-Sep-11 11:45:00;45;5359;0;0;14069;8873;0;1
4154;2019-Jun-9 13:31:01;49;6068;0;1;9438;4768;1;0
4155;2020-Aug-11 22:45:00;89;4960;1;0;3269;6594;1;1
4156;2019-Aug-14 10:00:01;92;8206;1;0;10002;9630;0;1
4157;2020-Jun-13 15:00:00;95;7825;0;0;1503;8993;1;1
4158;2019-Nov-21 15:15:00;42;4891;1;0;3818;5433;0;0
4159;2019-Nov-5 8:00:01;86;7604;1;1;14622;5174;1;1
4160;2019-Apr-3 7:16:03;10;5643;1;0;9003;4522;1;1
4161;2020-Apr-9 15:00:00;63;9820;1;1;14736;5356;1;1
4162;2019-Aug-6 13:30:00;79;7633;1;0;9714;6712;1;0
4163;2020-May-27 12:45:00;10;6273;1;0;7018;5072;0;1
4164;2019-Nov-17 10:15:00;73;5785;0;0;5071;8654;1;0
4165;2020-Aug-14 21:45:00;13;4036;0;1;6520;7967;0;1
4166;2020-May-5 19:00:00;12;6625;0;0;14882;8795;1;1
4167;2020-Apr-27 10:45:00;83;7445;1;0;3796;5155;1;1
4168;2019-Nov-29 7:17:01;76;6227;0;1;8891;4565;0;0
4169;2020-Jul-16 17:00:00;53;9842;0;1;3504;8231;1;0
4170;2019-May-12 23:31:05;47;7951;0;0;14702;7852;0;0
4171;2019-Oct-23 8:00:00;12;8894;0;0;1865;9155;1;1
4172;2019-Jun-10 9:44:05;10;9257;0;0;1171;9099;0;0
4173;2020-Jan-29 12:30:00;83;8385;1;0;11820;5074;0;1
4174;2020-Jan-21 10:00:00;32;9936;1;1;8288;7635;0;1
4175;2020-Jun-16 12:30:00;84;4929;0;0;14570;9859;0;1
4176;2020-Jan-24 8:00:00;13;8711;0;0;8504;5611;0;0
4177;2020-Mar-17 6:30:00;93;8897;0;1;13919;6800;0;0
4178;2020-Aug-14 6:15:00;74;6163;1;1;3276;8790;0;0
4179;2019-Jun-7 13:59:03;70;9046;0;0;7873;7151;0;0
4180;2019-May-10 11:31:04;36;9742;0;0;12683;8148;1;1
4181;2019-Nov-11 14:15:02;6;5218;1;0;5430;9347;0;1
4182;2020-Jun-28 8:45:00;33;4721;0;1;4835;6201;1;1
4183;2020-Jan-8 6:00:00;22;5682;0;0;1715;6634;1;1
4184;2020-Apr-17 10:15:00;82;7150;1;1;14079;6117;1;0
4185;2020-Jul-29 4:45:00;9;6826;0;1;7088;6727;0;1
4186;2020-Feb-10 18:15:00;9;9464;0;0;2841;4275;0;1
4187;2020-Aug-23 10:30:00;74;4950;1;1;10360;9325;0;1
4188;2019-Nov-2 18:30:00;90;4067;0;1;4451;6278;1;0
4189;2019-Apr-29 12:38:00;40;5206;1;1;10467;4767;0;0
4190;2019-Oct-10 1:30:00;90;5844;0;1;9398;9851;1;0
4191;2019-Apr-17 2:45:05;81;6590;1;0;5575;6106;0;1
4192;2020-Jul-25 15:00:00;50;5154;1;0;10986;4619;1;1
4193;2020-Apr-21 18:15:00;15;6372;1;0;4242;8817;1;0
4194;2019-Dec-5 12:00:00;63;8551;1;0;12436;5052;1;1
4195;2019-Nov-20 15:00:00;61;6748;1;1;3299;6305;0;0
4196;2019-Nov-4 11:00:01;12;6937;1;0;6498;8050;0;1
4197;2019-Dec-13 12:30:00;57;5179;1;1;13249;6440;0;0
4198;2020-Jul-27 11:45:00;42;5676;1;1;5816;6200;1;1
4199;2020-Aug-26 9:00:00;28;8195;0;0;4619;6183;0;1
4200;2019-Sep-6 15:45:00;81;7157;1;0;3758;8892;1;0
4201;2019-Jun-26 15:45:00;24;7720;1;0;11200;7973;1;0
4202;2019-Nov-9 8:00:01;25;5527;0;1;3693;9054;1;1
4203;2019-Sep-17 16:00:00;98;7130;0;0;13300;9670;1;0
4204;2020-Jul-26 0:00:00;63;5508;1;1;1623;5196;1;1
4205;2020-Aug-5 2:15:00;51;8588;0;0;3378;9634;0;0
4206;2019-Jun-13 2:56:03;79;8677;0;0;9576;4717;0;0
4207;2019-Apr-19 13:11:02;59;8599;1;1;5581;8339;0;0
4208;2019-Sep-19 9:30:00;76;9518;0;0;6350;8534;1;1
4209;2019-Jul-25 7:15:00;8;9307;0;1;12618;7759;1;0
4210;2019-Apr-20 21:16:01;97;5644;0;1;4912;7851;1;1
4211;2020-Jul-17 7:45:00;88;8586;1;1;6226;9206;1;1
4212;2020-Aug-27 7:30:00;36;6357;0;1;10107;4405;1;1
4213;2019-Oct-10 11:15:01;15;7935;1;1;4536;7134;1;0
4214;2019-Oct-12 11:45:00;54;4049;0;1;13892;8693;0;1
4215;2020-Mar-10 13:30:01;64;5888;1;0;12457;6899;1;0
4216;2020-Apr-7 17:45:00;48;8005;1;0;14999;9625;1;1
4217;2019-Jul-24 6:15:00;69;7490;0;1;6487;6771;1;0
4218;2019-Oct-6 8:30:00;62;6245;1;0;4091;9348;0;0
4219;2020-Jan-3 23:45:00;84;6496;1;0;14633;5431;0;1
4220;2020-Jan-14 3:15:00;4;8857;1;0;14501;4343;0;1
4221;2020-Feb-29 4:45:00;26;6220;0;0;11002;9957;0;1
4222;2019-Oct-19 11:00:00;35;5620;1;1;1858;5206;0;1
4223;2020-Aug-28 4:45:00;92;6175;0;1;5871;7819;1;1
4224;2020-Jun-17 11:45:00;28;9856;1;0;2528;9737;0;1
4225;2019-Dec-28 13:30:00;35;7145;0;1;3283;4809;0;1
4226;2019-Dec-7 13:15:00;36;5948;1;1;3743;6258;0;0
4227;2020-Feb-18 10:15:00;87;8850;0;0;388;9842;1;0
4228;2019-Sep-24 5:00:00;50;7420;0;1;7569;5732;1;1
4229;2020-Jun-25 17:00:00;42;8352;0;0;1801;9587;1;1
4230;2019-Aug-5 0:30:00;84;6693;0;1;10480;9196;1;0
4231;2020-Jun-3 15:30:00;27;8872;0;0;13070;7430;0;1
4232;2020-Mar-26 17:15:00;5;4837;0;0;3349;6003;0;1
4233;2020-May-21 14:00:00;61;5058;0;1;14594;5234;0;1
4234;2020-Jun-24 10:00:00;51;6434;0;1;4156;6136;0;1
4235;2019-Apr-2 10:44:02;60;9225;1;1;9861;4118;1;1
4236;2020-Feb-7 6:30:00;17;6691;1;0;4514;6181;0;0
4237;2020-May-27 12:15:00;61;5488;1;0;14908;8420;1;1
4238;2019-Jul-20 7:45:00;90;7976;0;0;7022;5814;0;1
4239;2020-Jan-2 11:45:00;7;9360;0;0;1258;8066;1;0
4240;2020-May-12 7:00:00;78;4965;0;0;7341;6739;0;0
4241;2019-Jul-24 10:30:00;21;4043;0;1;5016;9103;0;1
4242;2019-Oct-13 9:30:00;91;4036;1;0;9489;5578;1;0
4243;2020-Jul-7 11:00:00;24;9081;1;0;5963;8323;0;1
4244;2019-Dec-26 14:00:00;69;8448;0;1;3276;4785;0;1
4245;2019-Sep-19 12:30:00;98;7277;0;1;2255;9224;1;0
4246;2020-Aug-1 9:30:00;73;4064;0;1;10330;8673;0;0
4247;2019-Apr-22 17:16:03;36;8092;0;1;681;7588;0;1
4248;2019-Nov-14 7:15:00;63;8292;0;0;243;4736;0;1
4249;2019-Apr-12 5:15:05;98;6830;1;1;6650;4223;1;1
4250;2020-May-6 8:15:00;18;6694;0;1;1249;5130;1;0
4251;2020-Feb-27 8:45:00;19;4635;1;0;8437;9728;0;1
4252;2020-Jan-5 10:30:00;35;8615;0;1;11238;6806;1;0
4253;2020-Apr-3 8:45:00;63;5517;0;1;8308;7115;1;1
4254;2019-May-14 14:16:05;27;5816;0;0;14408;5677;1;0
4255;2019-Nov-13 16:15:01;11;7147;0;0;9030;8499;1;1
4256;2020-Jun-5 9:30:00;99;7432;0;0;10695;6620;0;0
4257;2019-May-11 8:43:04;46;9258;1;0;9761;8720;0;0
4258;2019-May-29 9:07:02;92;6784;1;0;9787;9718;0;0
4259;2019-Aug-25 10:45:00;88;8975;0;0;13487;9329;1;0
4260;2020-Jan-15 10:15:00;63;9664;1;1;2339;7005;1;1
4261;2019-Oct-19 12:15:00;97;4628;1;1;4581;9019;1;0
4262;2020-May-21 8:45:00;23;5836;0;1;11446;4903;1;0
4263;2019-Nov-8 15:00:02;49;4778;1;1;7201;5280;1;0
4264;2019-Dec-12 7:30:02;59;4292;1;1;397;4658;0;0
4265;2019-Aug-14 8:45:00;3;6931;1;0;6629;5689;1;0
4266;2019-Oct-25 13:00:00;25;6618;0;0;12929;7148;1;0
4267;2019-Nov-14 7:30:05;53;6626;0;0;606;7239;1;0
4268;2019-Oct-15 16:30:00;17;6182;0;1;2117;7209;0;1
4269;2020-Jan-11 17:00:00;64;5688;1;1;9019;7742;0;0
4270;2019-Apr-4 5:35:00;92;6243;0;0;899;6722;0;1
4271;2019-Nov-18 11:15:00;75;6816;0;0;7629;7137;1;1
4272;2019-Dec-12 5:30:00;96;8839;0;0;2817;9722;1;1
4273;2020-Jan-19 16:00:00;68;8335;0;0;153;5267;0;1
4274;2019-Oct-11 8:30:00;39;9312;1;0;9815;5623;1;0
4275;2020-Jan-9 7:00:00;8;6943;0;1;11843;6827;0;0
4276;2020-Jul-13 17:45:00;17;8531;0;1;4434;5540;0;0
4277;2019-Oct-26 9:15:00;69;7059;1;1;6238;7870;0;1
4278;2019-Nov-26 18:30:00;58;7744;1;1;9915;9107;1;1
4279;2020-Jun-19 17:45:00;25;5631;0;1;133;8749;1;1
4280;2019-May-15 8:46:05;33;8562;0;0;5058;7761;0;1
4281;2020-Mar-9 13:45:00;40;8541;0;1;2331;8661;1;0
4282;2020-Jun-4 18:30:00;9;9556;1;0;8641;4571;0;0
4283;2020-Jun-18 8:45:00;53;5634;0;1;14550;8784;1;0
4284;2020-Mar-23 6:45:00;98;8335;0;1;1776;4589;0;0
4285;2020-Feb-14 8:15:00;44;7316;1;0;9427;7794;0;1
4286;2019-Jun-25 13:00:00;60;8085;1;0;14425;4995;1;1
4287;2019-Dec-14 12:15:00;88;5685;0;0;1196;8291;1;1
4288;2020-Jul-29 11:30:00;40;7962;1;0;1974;4884;1;1
4289;2019-Nov-14 12:30:00;50;6771;1;0;11831;9629;0;0
4290;2020-Feb-7 20:30:00;15;6984;0;1;12050;7749;1;1
4291;2019-Dec-27 13:00:01;32;8351;0;0;7918;5697;1;0
4292;2020-Aug-3 10:30:00;60;6561;0;1;2461;5034;0;0
4293;2020-Aug-21 21:30:00;74;5792;1;0;5130;5774;0;1
4294;2019-May-15 15:58:01;74;8416;0;1;10106;6511;0;0
4295;2019-Nov-11 11:15:00;6;8190;0;0;1544;4840;0;0
4296;2019-Jul-8 14:15:00;50;4095;1;1;7507;6224;0;1
4297;2019-Dec-20 11:15:01;33;8628;0;1;14443;6842;1;0
4298;2020-May-29 12:15:00;59;7502;1;1;11788;8226;1;0
4299;2019-Apr-28 13:16:04;85;9535;1;0;9297;6713;0;0
4300;2020-Jul-30 8:00:00;73;9437;0;1;6789;7565;1;0
4301;2020-Apr-30 9:30:00;56;5836;0;0;2677;8787;1;1
4302;2019-Sep-9 11:45:00;100;8044;1;1;1103;7590;0;0
4303;2020-Aug-14 15:15:00;39;8486;1;0;4930;8037;1;0
4304;2019-Sep-23 7:30:01;59;9538;0;0;86;9264;0;1
4305;2019-Jul-14 10:45:00;100;4469;1;0;7674;7094;1;0
4306;2020-May-19 23:00:00;56;9210;0;1;1830;6362;1;1
4307;2019-Oct-29 11:00:01;76;5571;1;1;4305;6837;0;0
4308;2020-Feb-8 11:30:00;49;8448;1;0;14443;5037;0;1
4309;2019-Jun-2 8:01:01;57;8411;1;1;13197;5371;0;0
4310;2019-Nov-4 13:45:01;21;7216;1;1;9029;9407;1;0
4311;2019-Nov-21 15:30:00;88;5926;1;1;112;8595;1;0
4312;2020-Feb-4 18:15:00;79;6636;0;0;8228;4453;1;1
4313;2020-Aug-6 21:45:00;43;8047;0;0;13780;9749;1;0
4314;2020-May-18 17:30:00;88;8520;0;1;3470;8712;1;0
4315;2020-Jul-30 17:15:00;7;6197;0;1;3967;7253;0;1
4316;2019-Dec-20 17:45:00;11;7464;0;0;11242;7049;0;1
4317;2020-Apr-16 19:00:00;68;7131;0;0;5101;5272;0;1
4318;2020-Aug-19 21:00:00;79;7973;1;1;5295;8303;1;0
4319;2019-Dec-9 8:00:03;35;6024;0;1;4149;9919;1;1
4320;2020-Apr-19 17:15:00;5;8741;0;1;636;9355;1;1
4321;2020-Jan-18 9:45:00;35;8025;0;1;7061;7261;1;1
4322;2020-May-28 17:45:00;83;4931;0;1;8163;5631;0;0
4323;2019-Oct-30 5:45:00;2;9563;0;0;3548;4735;1;1
4324;2019-Jun-17 7:30:01;98;4259;1;0;697;8054;0;1
4325;2019-Jul-8 4:45:00;47;8866;0;0;14744;4459;1;0
4326;2019-May-15 4:31:04;22;9953;0;1;8834;4698;1;0
4327;2019-Jun-6 10:16:01;78;4364;1;0;14103;5312;0;0
4328;2020-Feb-29 18:30:00;39;9388;1;1;6765;9168;1;0
4329;2019-Dec-23 16:30:00;52;4923;0;1;7239;6562;1;0
4330;2020-Jan-22 11:00:00;15;9565;0;0;5281;9211;1;0
4331;2019-Apr-24 6:16:04;24;4615;1;0;1941;9316;1;0
4332;2020-Apr-7 14:15:00;32;4302;0;1;9173;4060;1;1
4333;2019-Jul-4 6:45:00;62;7650;0;0;2897;7234;1;1
4334;2019-Sep-24 10:15:00;55;9965;1;1;12164;7729;1;1
4335;2020-Jan-5 16:15:00;30;4052;0;1;10887;7432;0;0
4336;2020-May-1 10:00:00;15;7359;1;0;9381;9876;1;1
4337;2019-Dec-17 6:30:00;55;5144;1;0;14335;7715;1;1
4338;2020-May-15 11:15:00;84;6413;0;1;13669;9405;0;0
4339;2019-Oct-18 11:00:00;40;6202;1;0;5733;7814;0;1
4340;2019-Jul-11 20:45:00;68;8511;0;0;994;5139;0;1
4341;2020-Apr-1 16:45:00;26;6434;1;1;128;7680;0;0
4342;2020-Jan-12 11:15:00;79;9450;1;0;2070;4465;1;0
4343;2019-Oct-14 7:30:01;52;5747;0;1;8034;9979;1;0
4344;2019-Sep-10 12:15:00;35;6538;0;0;9813;7834;1;0
4345;2020-Jun-28 8:00:00;38;4468;0;1;12322;5511;0;1
4346;2020-Jul-3 10:45:00;27;5625;0;1;14148;5625;0;1
4347;2019-Dec-6 16:00:00;54;5744;0;1;10742;6715;1;0
4348;2020-Jun-4 11:00:00;65;8652;1;0;10501;4305;0;0
4349;2019-Aug-1 9:15:00;2;9073;0;0;1380;9167;0;0
4350;2019-Oct-15 15:30:00;96;9106;1;0;3144;5478;0;0
4351;2019-Dec-22 6:00:00;100;9393;0;0;2008;5241;1;0
4352;2020-Mar-27 13:30:00;2;5687;1;1;5170;5211;0;0
4353;2019-Oct-1 14:45:00;51;9535;0;0;13688;5558;0;1
4354;2020-Jan-7 11:15:00;41;9934;0;1;9324;6403;0;0
4355;2020-Jan-31 1:00:00;95;5632;0;0;13335;7880;0;0
4356;2019-Sep-30 18:00:00;8;8856;1;1;9153;6354;0;0
4357;2019-May-25 13:16:00;19;6780;0;0;10667;6410;1;1
4358;2020-Jan-29 12:15:00;12;5228;1;0;1070;5172;1;1
4359;2020-Jul-13 9:00:00;25;9028;0;1;4360;5259;1;1
4360;2019-Nov-25 13:00:01;31;6924;1;0;14295;6059;1;0
4361;2019-Oct-22 13:15:00;8;6981;1;0;8857;8264;1;0
4362;2019-Jun-1 6:16:01;67;7211;1;0;10550;6280;0;0
4363;2020-Aug-24 15:15:00;88;4310;0;0;12886;9653;1;1
4364;2020-Jan-21 16:45:00;61;7370;0;1;11726;7552;0;0
4365;2019-Aug-28 7:45:00;19;4598;0;1;7158;5622;0;1
4366;2020-Aug-10 18:45:00;27;7635;1;0;2907;7671;0;1
4367;2020-Aug-17 14:45:00;26;4137;1;1;163;9069;1;1
4368;2020-Mar-18 10:30:00;7;8069;1;0;4071;6675;1;1
4369;2020-Apr-27 8:00:00;15;6575;0;1;8970;8315;1;1
4370;2019-Dec-5 9:45:03;7;5313;1;0;7468;8260;0;1
4371;2020-Apr-24 16:30:03;32;5863;1;0;12151;5024;1;1
4372;2020-Mar-13 9:00:00;7;7980;0;0;14987;4148;1;0
4373;2020-Jun-30 7:45:00;35;6748;0;0;5179;7601;1;0
4374;2020-Aug-22 14:00:00;60;5171;1;1;11449;9250;1;0
4375;2020-Jul-4 12:30:00;17;7886;0;0;2990;8152;0;1
4376;2019-Sep-15 9:30:00;52;8347;1;0;4656;4348;1;0
4377;2019-Jul-1 13:30:01;77;8657;1;1;3561;5353;0;1
4378;2019-Aug-23 14:30:01;95;5367;0;1;14563;7613;0;1
4379;2020-Mar-20 10:45:00;12;9986;0;1;12165;6202;1;1
4380;2020-May-24 22:15:00;53;4595;1;1;14945;6598;1;1
4381;2019-Aug-17 7:30:00;92;6061;1;1;2363;7447;1;1
4382;2019-Dec-25 7:30:00;32;8519;0;0;11746;4803;0;1
4383;2020-Mar-31 14:45:00;33;6157;1;1;8571;7558;1;0
4384;2020-Mar-23 7:30:00;71;9265;1;0;6831;8047;1;1
4385;2019-Aug-1 10:00:00;38;5704;0;0;13208;8238;0;1
4386;2020-Apr-15 18:00:00;60;4669;1;1;8678;8629;1;1
4387;2020-Feb-29 4:30:00;72;4724;0;0;521;4910;1;0
4388;2020-Mar-18 12:00:00;21;6742;1;0;1702;5661;0;1
4389;2020-Jan-17 12:30:00;47;7613;0;0;9328;6337;0;0
4390;2019-Nov-11 7:15:03;46;7450;1;1;2786;4797;0;1
4391;2019-Nov-7 7:00:00;39;5360;0;0;9629;7673;0;1
4392;2019-Jul-22 15:30:00;63;4972;0;1;13382;4623;0;1
4393;2020-Jan-19 9:15:00;8;5926;0;1;2617;4048;0;0
4394;2020-Jan-26 8:00:00;57;7861;1;1;6120;9900;0;1
4395;2019-Oct-3 7:15:02;24;6802;1;0;918;7042;1;1
4396;2019-May-31 8:17:01;65;5223;1;0;6724;5161;0;1
4397;2019-Oct-7 13:15:00;53;5074;1;1;2657;7289;1;0
4398;2020-Jul-15 19:45:00;53;7446;1;0;4734;5313;0;0
4399;2020-Mar-2 20:15:00;46;5232;0;0;6435;8850;0;1
4400;2019-Jul-15 14:15:00;50;9560;1;1;9699;7598;0;0
4401;2019-Jul-21 17:00:00;54;6742;1;1;40;7630;1;1
4402;2020-Jul-16 11:30:00;99;8059;0;0;13426;5961;1;1
4403;2020-May-19 19:15:00;45;5661;1;1;369;4324;1;1
4404;2020-May-9 10:30:04;71;4526;1;0;9417;6397;0;0
4405;2020-Feb-27 16:15:00;32;8644;0;1;13931;4637;0;0
4406;2020-Aug-13 15:45:00;34;6942;1;1;12120;4642;1;1
4407;2020-Jul-13 20:00:00;12;4593;0;1;12565;7330;0;1
4408;2019-Jul-3 13:45:00;41;8887;1;0;5602;9072;0;1
4409;2019-Apr-4 7:31:02;97;6238;0;0;9370;7955;0;0
4410;2020-Jan-8 15:45:00;63;7613;0;0;12338;5213;0;0
4411;2019-Jul-28 4:30:00;23;9915;0;0;12980;4959;1;1
4412;2020-Aug-8 3:15:00;35;9453;0;0;8383;5291;0;0
4413;2019-Oct-12 16:15:00;95;5049;0;1;5897;5917;1;1
4414;2019-Dec-1 7:15:01;83;5397;1;0;2203;7648;1;1
4415;2020-Aug-10 23:00:00;89;4725;1;1;6549;7045;0;0
4416;2019-Jul-5 18:00:01;62;7215;0;0;3679;8807;1;1
4417;2020-Jan-13 15:30:00;33;4084;0;0;6316;7357;0;0
4418;2020-Jun-23 17:30:00;50;9623;1;1;219;4456;1;1
4419;2019-Jul-10 5:30:00;20;9199;1;0;2059;6146;0;0
4420;2020-May-20 10:45:00;8;8784;1;1;13893;5714;1;0
4421;2019-Jul-22 6:45:00;77;5670;0;0;4359;4778;0;0
4422;2019-May-29 9:58:02;86;8110;1;0;1033;5621;0;1
4423;2019-Oct-22 6:45:00;71;6502;0;0;4722;9003;1;0
4424;2019-Jul-5 9:00:01;60;8598;0;0;9728;4994;0;1
4425;2020-Jan-27 8:00:00;42;7019;0;0;513;5973;1;1
4426;2019-Nov-4 17:00:01;74;9925;1;0;11344;8827;1;1
4427;2019-May-7 18:46:05;58;6011;0;0;10243;9553;0;1
4428;2020-Jul-7 8:00:00;64;9589;0;1;10881;6078;0;1
4429;2019-Jun-4 6:01:02;30;5661;0;0;14700;5391;0;1
4430;2019-Nov-5 17:45:00;74;4399;1;0;13777;4346;1;1
4431;2020-May-5 20:15:00;28;7176;1;1;9069;5868;0;0
4432;2020-Mar-21 8:15:00;3;8301;0;0;13685;5348;1;1
4433;2020-Feb-21 12:15:00;71;5260;1;1;9315;7206;0;0
4434;2019-Oct-15 4:00:00;46;7977;0;1;12769;7082;1;1
